#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1082: Grand Targhee, WY
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Snow Depth                  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  K      Estimate            Estimate
#  C      Correction          A different equation has been applied to the original sensor voltage
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
#  M      Missing             Value is missing
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Grand Targhee (1082) 
# Wyoming  SNOTEL Site - 9260 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Apr 22, 2026, 3:04:41 PM GMT-08:00
#
Date,Grand Targhee (1082) Snow Water Equivalent (in) Start of Day Values,Grand Targhee (1082) Precipitation Accumulation (in) Start of Day Values,Grand Targhee (1082) Air Temperature Average (degF),Grand Targhee (1082) Air Temperature Maximum (degF),Grand Targhee (1082) Air Temperature Minimum (degF),Grand Targhee (1082) Snow Depth (in) Start of Day Values
2021-08-16,0.0,37.6,63.1,71.2,54.9,0
2021-08-17,0.0,37.6,59.9,68.5,49.3,0
2021-08-18,0.0,37.6,42.8,51.8,38.1,0
2021-08-19,0.0,38.3,39.0,43.9,33.8,0
2021-08-20,0.0,39.2,39.0,46.8,32.7,0
2021-08-21,0.0,39.8,43.0,51.8,34.0,0
2021-08-22,0.0,40.4,43.5,53.2,34.7,0
2021-08-23,0.0,40.7,53.2,59.2,48.6,0
2021-08-24,0.0,40.7,53.1,58.6,47.8,0
2021-08-25,0.0,40.7,57.0,63.3,52.5,0
2021-08-26,0.0,40.7,51.6,57.0,44.6,0
2021-08-27,0.0,40.7,47.8,55.2,42.6,0
2021-08-28,0.0,40.7,46.0,55.9,36.5,0
2021-08-29,0.0,40.7,52.7,63.1,42.1,0
2021-08-30,0.0,40.7,56.8,65.5,49.5,0
2021-08-31,0.0,40.7,55.9,62.2,51.4,0
2021-09-01,0.0,40.7,52.7,59.4,47.3,0
2021-09-02,0.0,40.7,50.7,57.4,46.2,0
2021-09-03,0.0,40.7,47.1,55.2,40.8,0
2021-09-04,0.0,40.7,49.8,59.0,40.3,0
2021-09-05,0.0,40.7,55.4,64.9,47.7,0
2021-09-06,0.0,40.7,57.4,66.6,50.0,0
2021-09-07,0.0,40.7,57.4,68.4,49.3,0
2021-09-08,0.0,40.7,61.3,71.6,51.8,0
2021-09-09,0.0,40.7,64.0,73.0,56.7,0
2021-09-10,0.0,40.7,58.6,65.7,45.0,0
2021-09-11,0.0,40.8,47.1,54.7,43.0,0
2021-09-12,0.0,40.9,50.0,58.3,42.6,0
2021-09-13,0.0,40.9,48.0,55.2,41.9,0
2021-09-14,0.0,40.9,47.1,56.1,39.6,0
2021-09-15,0.0,40.9,50.9,59.2,42.3,0
2021-09-16,0.0,40.9,48.6,51.1,45.0,0
2021-09-17,0.0,41.0,50.2,59.2,39.6,0
2021-09-18,0.0,41.1,49.6,55.9,40.6,0
2021-09-19,0.0,41.2,32.5,45.7,27.1,0
2021-09-20,0.8,42.1,28.2,38.3,21.2,6
2021-09-21,0.4,42.2,36.7,47.8,25.3,4
2021-09-22,0.4,42.6,46.4,54.3,36.5,3
2021-09-23,0.2,42.7,43.9,51.6,39.0,1
2021-09-24,0.0,42.7,46.2,55.2,37.0,0
2021-09-25,0.0,42.7,50.9,58.8,44.1,0
2021-09-26,0.0,42.7,52.2,60.8,45.5,0
2021-09-27,0.0,42.7,53.4,61.2,47.8,0
2021-09-28,0.0,42.7,40.1,53.8,27.1,0
2021-09-29,0.0,42.7,31.5,42.3,22.6,0
2021-09-30,0.0,42.7,37.8,48.4,27.9,0
2021-10-01,0.0,0.0,41.7,52.5,34.3,0
2021-10-02,0.0,0.0,42.8,52.5,37.0,0
2021-10-03,0.0,0.0,44.1,53.8,36.3,0
2021-10-04,0.0,0.0,47.7,55.9,40.3,0
2021-10-05,0.0,0.1,50.2,61.2,44.4,0
2021-10-06,0.0,0.1,41.2,46.2,35.6,0
2021-10-07,0.0,0.9,36.3,39.4,32.0,0
2021-10-08,0.0,1.3,33.8,39.2,30.6,0
2021-10-09,0.2,2.0,30.6,34.2,29.5,1
2021-10-10,1.2,3.1,28.8,30.9,25.9,4
2021-10-11,1.2,3.2,29.7,36.7,25.0,10
2021-10-12,1.7,3.8,23.7,34.3,17.2,12
2021-10-13,1.7,4.0,16.7,18.3,15.3,13
2021-10-14,2.0,4.2,17.2,24.1,15.3,13
2021-10-15,2.3,4.5,21.2,27.5,15.6,13
2021-10-16,2.3,4.8,33.1,45.7,20.5,13
2021-10-17,2.3,5.0,41.0,47.5,36.7,11
2021-10-18,2.3,5.0,38.5,49.1,31.8,11
2021-10-19,2.3,5.0,35.1,43.2,29.8,11
2021-10-20,2.2,5.0,32.4,37.0,29.3,10
2021-10-21,2.2,5.0,37.0,45.3,31.6,10
2021-10-22,2.2,5.0,40.6,51.3,30.9,9
2021-10-23,2.1,5.0,25.9,30.9,24.3,8
2021-10-24,2.3,5.1,30.2,38.8,24.6,10
2021-10-25,2.5,5.3,35.8,41.7,25.9,11
2021-10-26,2.7,5.7,23.4,26.2,21.7,14
2021-10-27,3.4,6.3,25.2,28.2,22.3,16
2021-10-28,3.8,6.8,29.7,34.0,23.9,15
2021-10-29,3.8,7.0,36.5,44.4,32.0,15
2021-10-30,3.8,7.1,34.5,42.8,31.3,15
2021-10-31,3.9,7.2,34.7,43.9,29.8,15
2021-11-01,3.9,7.2,31.5,36.0,28.2,15
2021-11-02,4.0,7.3,29.3,31.8,27.3,16
2021-11-03,4.4,7.5,30.6,37.4,25.3,17
2021-11-04,4.4,7.7,36.5,46.2,28.4,17
2021-11-05,4.5,7.9,32.4,36.9,27.9,17
2021-11-06,4.5,7.9,32.4,37.2,25.5,17
2021-11-07,5.1,8.2,21.2,25.9,15.6,23
2021-11-08,5.1,8.2,19.6,27.0,8.1,22
2021-11-09,5.2,8.3,27.3,32.5,22.6,22
2021-11-10,6.0,8.4,18.3,22.6,11.3,27
2021-11-11,6.3,8.5,19.9,25.3,11.3,27
2021-11-12,6.8,8.8,29.8,32.0,24.4,29
2021-11-13,6.9,9.2,30.2,32.0,28.2,28
2021-11-14,7.3,9.3,31.8,34.3,29.8,28
2021-11-15,7.5,9.3,35.6,40.5,30.2,28
2021-11-16,7.5,9.5,19.9,33.8,7.3,28
2021-11-17,7.4,9.5,7.3,16.3,1.9,27
2021-11-18,7.3,9.5,24.4,28.8,11.3,27
2021-11-19,8.0,9.9,24.6,25.7,21.7,30
2021-11-20,8.2,10.0,19.6,23.9,13.1,32
2021-11-21,8.8,10.4,15.6,25.7,9.5,36
2021-11-22,8.8,10.4,28.8,40.5,15.3,34
2021-11-23,8.9,10.6,22.3,32.4,14.9,34
2021-11-24,9.4,10.8,11.5,18.0,6.8,36
2021-11-25,9.7,10.9,17.2,25.2,8.4,38
2021-11-26,9.8,11.2,26.4,31.8,21.7,40
2021-11-27,9.8,11.4,25.2,29.5,20.3,39
2021-11-28,9.8,11.5,30.6,33.4,27.0,38
2021-11-29,9.8,11.5,31.5,37.8,20.8,38
2021-11-30,9.8,11.5,25.5,30.9,21.2,36
2021-12-01,9.8,11.5,31.3,35.1,28.4,36
2021-12-02,9.8,11.5,34.0,38.3,28.4,36
2021-12-03,9.8,11.5,29.7,36.9,26.6,34
2021-12-04,9.8,11.5,30.0,33.1,25.9,34
2021-12-05,9.8,11.5,20.1,27.9,12.2,34
2021-12-06,9.8,11.5,16.3,19.2,13.1,34
2021-12-07,10.4,11.6,19.6,21.9,15.6,37
2021-12-08,10.4,11.7,20.3,23.2,16.7,37
2021-12-09,10.9,11.7,12.0,16.7,3.4,38
2021-12-10,10.9,11.7,4.6,12.9,2.5,40
2021-12-11,11.2,11.8,10.0,13.8,5.4,42
2021-12-12,11.4,11.9,18.3,21.9,13.8,44
2021-12-13,11.6,12.2,21.9,24.3,19.0,45
2021-12-14,12.0,12.4,23.0,27.5,14.9,47
2021-12-15,12.6,12.8,6.4,14.9,1.2,50
2021-12-16,13.0,13.0,8.8,11.5,4.6,57
2021-12-17,13.6,13.2,5.2,20.3,-4.2,61
2021-12-18,14.0,13.5,9.7,21.2,-1.1,61
2021-12-19,14.1,13.8,18.3,23.2,11.7,59
2021-12-20,14.2,13.9,21.9,23.2,20.7,55
2021-12-21,14.2,13.9,21.2,24.4,17.2,54
2021-12-22,14.2,13.9,21.9,25.0,17.8,52
2021-12-23,14.2,13.9,21.2,23.5,18.7,50
2021-12-24,15.5,14.2,16.5,20.1,11.5,55
2021-12-25,16.4,15.0,12.2,16.3,7.7,62
2021-12-26,16.5,15.1,7.7,16.5,0.7,61
2021-12-27,16.8,15.2,4.1,7.9,-2.6,60
2021-12-28,16.9,15.5,-4.0,-1.5,-5.4,65
2021-12-29,16.9,15.5,2.7,6.3,-3.8,60
2021-12-30,17.0,15.6,6.3,9.5,2.1,60
2021-12-31,17.7,16.4,2.8,10.2,-9.2,65
2022-01-01,18.0,16.6,-3.5,9.7,-8.3,70
2022-01-02,18.2,17.0,9.3,25.0,-2.6,66
2022-01-03,18.2,17.0,15.6,25.2,9.7,65
2022-01-04,18.2,17.0,11.3,14.7,7.9,62
2022-01-05,18.7,17.0,11.8,16.7,7.5,65
2022-01-06,19.8,17.6,20.1,24.1,10.0,75
2022-01-07,22.3,19.6,21.6,23.9,17.4,79
2022-01-08,22.3,19.7,11.5,17.2,0.7,75
2022-01-09,21.9,19.7,10.9,23.4,0.9,75
2022-01-10,21.9,19.7,19.9,32.0,13.1,72
2022-01-11,21.9,19.7,16.9,24.1,11.8,71
2022-01-12,21.9,19.7,23.4,31.5,18.3,69
2022-01-13,21.9,19.8,27.9,36.3,19.8,70
2022-01-14,21.9,19.8,19.0,27.5,14.2,68
2022-01-15,21.9,19.8,23.0,31.5,16.2,68
2022-01-16,21.9,19.8,24.1,37.0,16.7,68
2022-01-17,21.9,19.8,25.3,37.0,20.1,67
2022-01-18,21.9,19.8,18.0,22.6,14.0,67
2022-01-19,22.0,19.8,15.4,19.6,11.8,66
2022-01-20,22.0,19.8,14.0,17.2,9.1,65
2022-01-21,22.7,20.2,14.0,20.8,8.2,71
2022-01-22,22.8,20.3,16.0,28.2,7.7,71
2022-01-23,22.8,20.3,21.6,29.3,16.7,70
2022-01-24,22.8,20.5,17.2,25.3,8.4,69
2022-01-25,22.9,20.5,9.9,21.9,4.1,70
2022-01-26,22.9,20.5,9.5,20.1,3.6,70
2022-01-27,22.9,20.5,7.9,19.8,2.3,69
2022-01-28,22.9,20.5,18.9,31.6,7.5,70
2022-01-29,22.9,20.5,24.1,33.8,18.7,69
2022-01-30,22.9,20.5,21.4,30.9,15.6,69
2022-01-31,22.9,20.5,10.6,19.8,1.6,69
2022-02-01,22.5,20.5,2.1,11.1,-4.0,66
2022-02-02,22.5,20.5,-4.0,6.4,-9.9,68
2022-02-03,22.5,20.5,3.6,9.3,-6.7,67
2022-02-04,22.5,20.5,11.5,16.5,8.1,66
2022-02-05,22.4,20.5,12.2,14.5,10.9,66
2022-02-06,22.4,20.5,14.0,21.0,6.3,65
2022-02-07,22.4,20.6,19.9,32.0,14.0,66
2022-02-08,22.3,20.6,19.9,30.2,12.2,66
2022-02-09,22.3,20.6,21.7,23.7,19.0,65
2022-02-10,22.3,20.7,24.6,30.2,19.4,65
2022-02-11,22.3,20.7,16.3,21.9,10.9,65
2022-02-12,22.3,20.7,19.9,29.7,13.8,64
2022-02-13,22.3,20.7,23.5,33.8,15.8,65
2022-02-14,22.3,20.7,26.2,32.0,20.5,64
2022-02-15,22.3,20.7,19.9,27.0,12.7,64
2022-02-16,22.8,20.9,11.8,16.5,6.1,70
2022-02-17,23.0,21.0,10.2,15.1,5.5,76
2022-02-18,23.1,21.1,17.6,24.3,14.0,75
2022-02-19,23.1,21.4,20.5,25.2,16.3,73
2022-02-20,23.1,21.4,20.1,23.2,14.0,71
2022-02-21,23.3,21.5,8.8,17.8,1.2,71
2022-02-22,23.3,21.5,2.3,10.2,-2.6,74
2022-02-23,23.5,21.5,5.0,19.4,-6.3,73
2022-02-24,23.5,21.5,-4.0,1.4,-11.2,72
2022-02-25,23.6,21.5,-2.7,8.8,-9.4,72
2022-02-26,23.7,21.6,6.8,19.0,-6.7,72
2022-02-27,23.8,21.6,18.9,25.9,7.7,71
2022-02-28,23.8,21.8,25.2,30.2,18.7,71
2022-03-01,23.8,21.9,30.6,33.1,26.8,70
2022-03-02,23.8,22.2,34.3,40.5,28.8,69
2022-03-03,23.8,22.3,36.5,44.4,30.2,69
2022-03-04,23.8,22.3,30.4,40.8,24.1,69
2022-03-05,23.8,22.3,20.7,25.9,14.0,68
2022-03-06,23.9,22.4,10.4,18.7,1.9,70
2022-03-07,23.9,22.4,5.5,14.4,-1.7,71
2022-03-08,24.0,22.4,11.1,14.5,5.9,75
2022-03-09,25.0,22.9,-0.4,12.9,-11.2,87
2022-03-10,25.0,22.9,-4.5,7.3,-14.6,84
2022-03-11,25.0,22.9,9.0,16.3,-0.8,81
2022-03-12,25.2,23.0,21.4,28.8,13.5,81
2022-03-13,25.3,23.2,20.3,26.4,16.3,79
2022-03-14,25.6,23.3,18.9,24.3,11.7,79
2022-03-15,25.6,23.3,24.8,31.5,21.7,78
2022-03-16,25.9,23.5,19.2,23.4,10.2,78
2022-03-17,26.7,24.2,15.6,27.0,7.2,83
2022-03-18,26.7,24.2,21.2,29.7,15.1,80
2022-03-19,26.9,24.3,28.0,34.9,20.3,82
2022-03-20,27.0,24.4,18.7,25.7,5.0,81
2022-03-21,28.0,25.0,12.7,23.4,3.0,88
2022-03-22,28.0,25.0,20.5,32.4,14.7,86
2022-03-23,28.0,25.0,30.4,40.8,20.8,85
2022-03-24,28.1,25.1,32.5,38.1,27.7,84
2022-03-25,28.1,25.1,36.5,41.7,29.1,82
2022-03-26,28.1,25.1,39.0,44.6,34.0,82
2022-03-27,28.1,25.1,43.2,51.3,36.1,80
2022-03-28,28.1,25.1,39.2,45.0,28.4,79
2022-03-29,28.3,25.1,27.3,34.3,16.0,78
2022-03-30,28.5,25.1,26.2,37.2,14.4,78
2022-03-31,28.5,25.1,20.7,25.5,17.1,78
2022-04-01,28.7,25.2,20.8,27.9,14.9,81
2022-04-02,28.7,25.4,26.6,35.2,16.0,80
2022-04-03,28.7,25.4,25.3,35.2,13.6,78
2022-04-04,28.7,25.4,25.2,29.5,19.2,78
2022-04-05,29.0,25.5,10.6,19.0,7.2,79
2022-04-06,29.1,25.6,14.4,25.3,4.6,81
2022-04-07,29.2,25.7,27.5,40.3,14.0,80
2022-04-08,29.3,25.8,38.7,47.8,26.2,80
2022-04-09,29.4,25.8,20.8,36.9,10.6,78
2022-04-10,29.7,25.8,11.3,14.7,6.3,82
2022-04-11,30.0,26.0,16.5,23.7,7.9,84
2022-04-12,30.8,26.6,6.6,12.2,-0.4,90
2022-04-13,31.1,26.8,7.7,19.0,-0.9,95
2022-04-14,31.1,26.9,15.6,19.8,9.3,92
2022-04-15,31.8,27.2,16.3,18.3,14.7,98
2022-04-16,32.0,27.4,24.6,36.9,16.2,93
2022-04-17,32.0,27.6,16.5,20.5,12.0,94
2022-04-18,32.0,27.6,33.4,44.1,20.3,93
2022-04-19,32.0,27.7,25.2,38.8,16.7,90
2022-04-20,32.1,27.8,24.3,34.0,17.1,90
2022-04-21,32.1,27.8,33.3,38.7,28.0,90
2022-04-22,32.0,27.9,26.6,32.5,19.6,89
2022-04-23,32.4,28.1,21.6,29.5,15.8,92
2022-04-24,32.9,28.6,23.5,37.2,14.7,94
2022-04-25,32.9,28.6,29.1,39.0,18.7,93
2022-04-26,32.9,28.6,34.7,41.4,28.8,92
2022-04-27,32.8,28.6,32.2,39.9,26.2,90
2022-04-28,33.1,28.9,29.7,38.5,22.5,92
2022-04-29,34.1,29.6,22.5,27.5,19.0,98
2022-04-30,34.8,30.1,29.1,40.8,16.0,101
2022-05-01,34.9,30.2,33.3,47.1,28.0,99
2022-05-02,35.2,30.5,33.4,43.9,24.4,97
2022-05-03,35.8,31.2,23.5,30.9,19.0,99
2022-05-04,36.0,31.6,34.3,47.7,23.5,99
2022-05-05,36.0,31.6,39.2,47.8,29.3,94
2022-05-06,36.1,31.7,37.2,42.3,30.2,91
2022-05-07,35.9,31.7,28.8,40.1,21.7,89
2022-05-08,35.6,31.7,21.6,28.2,15.4,87
2022-05-09,35.7,31.8,15.3,19.9,10.4,90
2022-05-10,36.4,32.0,22.1,30.7,9.0,93
2022-05-11,36.5,32.2,34.0,47.7,20.7,93
2022-05-12,36.6,32.2,27.1,32.9,24.8,90
2022-05-13,37.1,32.6,27.9,30.7,24.1,93
2022-05-14,37.2,32.7,33.8,39.6,29.8,93
2022-05-15,37.7,33.0,44.4,58.3,29.3,94
2022-05-16,37.5,33.1,49.1,59.4,39.9,90
2022-05-17,33.4,33.1,43.7,51.6,36.3,86
2022-05-18,32.4,33.1,41.0,48.6,33.3,83
2022-05-19,31.8,33.1,27.3,39.6,16.0,81
2022-05-20,31.2,33.1,24.8,37.4,16.5,80
2022-05-21,31.2,33.1,27.5,40.6,17.8,80
2022-05-22,31.2,33.1,27.9,36.1,20.7,79
2022-05-23,31.7,33.2,31.3,43.2,20.1,81
2022-05-24,32.0,33.3,33.1,44.4,27.1,78
2022-05-25,32.0,33.3,42.3,53.8,32.0,78
2022-05-26,31.8,33.4,49.1,60.6,39.0,76
2022-05-27,31.0,33.4,45.3,52.2,38.3,73
2022-05-28,30.1,33.5,33.1,37.9,31.3,70
2022-05-29,30.2,34.6,28.8,33.3,24.6,73
2022-05-30,31.0,35.2,28.4,35.6,24.3,78
2022-05-31,31.8,35.8,34.9,46.8,27.7,83
2022-06-01,32.1,36.1,38.3,50.7,27.7,77
2022-06-02,32.1,36.2,44.2,55.9,33.3,75
2022-06-03,31.9,36.2,49.1,59.4,41.7,74
2022-06-04,31.4,36.2,43.7,52.9,36.5,72
2022-06-05,30.9,36.2,38.1,43.7,34.7,70
2022-06-06,30.5,36.7,38.1,45.9,32.9,68
2022-06-07,29.6,36.8,39.0,48.4,33.1,66
2022-06-08,28.6,36.8,45.9,55.2,34.3,63
2022-06-09,27.3,36.8,48.4,56.7,39.6,62
2022-06-10,26.1,36.8,52.9,59.2,44.4,58
2022-06-11,24.5,36.9,51.8,53.8,49.3,55
2022-06-12,22.9,36.9,45.0,55.2,37.0,51
2022-06-13,21.9,37.6,31.8,36.3,23.2,48
2022-06-14,21.1,38.0,26.4,34.2,21.6,47
2022-06-15,21.1,38.1,36.1,47.8,22.1,48
2022-06-16,20.6,38.1,57.0,67.5,38.7,45
2022-06-17,18.5,38.3,60.8,69.8,49.1,41
2022-06-18,15.7,38.5,54.1,61.7,43.9,36
2022-06-19,13.8,38.5,40.3,51.8,30.6,32
2022-06-20,12.9,38.6,32.4,39.2,28.8,30
2022-06-21,13.5,39.2,43.0,54.1,31.6,33
2022-06-22,13.0,39.4,51.3,61.2,37.4,31
2022-06-23,11.4,39.4,53.8,62.6,48.0,27
2022-06-24,9.7,39.4,48.6,56.5,37.8,24
2022-06-25,7.4,39.4,46.4,57.6,35.2,18
2022-06-26,5.6,39.4,52.5,61.9,41.0,14
2022-06-27,3.4,39.4,56.8,66.9,47.7,12
2022-06-28,1.2,39.4,59.5,69.4,51.8,6
2022-06-29,0.3,39.4,54.1,58.6,46.8,1
2022-06-30,0.0,39.4,53.4,63.0,43.2,0
2022-07-01,0.0,39.4,56.7,65.7,47.1,0
2022-07-02,0.0,39.5,57.4,68.5,45.0,0
2022-07-03,0.0,39.7,59.0,66.2,52.0,0
2022-07-04,0.0,39.7,55.2,63.9,43.2,0
2022-07-05,0.0,39.7,57.6,65.5,49.1,0
2022-07-06,0.0,39.7,61.2,68.4,53.4,0
2022-07-07,0.0,39.7,61.7,69.4,55.4,0
2022-07-08,0.0,39.7,63.5,71.4,54.9,0
2022-07-09,0.0,39.7,64.8,71.1,55.9,0
2022-07-10,0.0,39.7,57.7,64.4,50.7,0
2022-07-11,0.0,39.7,56.1,66.0,46.4,0
2022-07-12,0.0,39.7,62.1,71.2,50.7,0
2022-07-13,0.0,39.7,63.0,72.7,56.8,0
2022-07-14,0.0,39.7,62.1,70.7,55.8,0
2022-07-15,0.0,39.7,61.7,66.9,55.2,0
2022-07-16,0.0,39.7,63.5,72.7,54.9,0
2022-07-17,0.0,39.7,66.0,73.9,59.5,0
2022-07-18,0.0,39.7,59.9,66.0,50.0,0
2022-07-19,0.0,39.7,57.0,67.1,44.6,0
2022-07-20,0.0,39.7,61.3,71.4,49.8,0
2022-07-21,0.0,39.7,61.9,70.3,51.1,0
2022-07-22,0.0,39.7,64.0,72.0,56.1,0
2022-07-23,0.0,39.7,60.6,68.0,53.6,0
2022-07-24,0.0,39.7,61.7,68.2,54.1,0
2022-07-25,0.0,39.7,57.2,66.2,48.9,0
2022-07-26,0.0,39.7,61.0,70.3,51.3,0
2022-07-27,0.0,39.7,63.0,71.2,54.9,0
2022-07-28,0.0,39.7,63.0,71.6,55.6,0
2022-07-29,0.0,39.7,63.0,73.0,54.0,0
2022-07-30,0.0,39.7,63.1,72.7,54.1,0
2022-07-31,0.0,39.7,64.9,73.6,55.9,0
2022-08-01,0.0,39.7,65.1,75.2,58.5,0
2022-08-02,0.0,39.7,52.2,58.5,46.8,0
2022-08-03,0.0,40.0,55.9,64.9,47.3,0
2022-08-04,0.0,40.0,59.7,65.7,53.8,0
2022-08-05,0.0,40.1,52.2,59.5,48.0,0
2022-08-06,0.0,40.7,48.0,57.0,43.0,0
2022-08-07,0.0,42.8,51.6,61.3,44.8,0
2022-08-08,0.0,42.8,59.0,68.0,47.5,0
2022-08-09,0.0,42.8,63.9,73.8,53.2,0
2022-08-10,0.0,42.8,63.1,70.5,51.4,0
2022-08-11,0.0,42.8,59.4,70.0,50.7,0
2022-08-12,0.0,42.8,60.4,70.9,54.1,0
2022-08-13,0.0,42.8,57.0,67.3,48.4,0
2022-08-14,0.0,42.8,57.0,66.9,49.1,0
2022-08-15,0.0,42.8,59.0,68.9,50.0,0
2022-08-16,0.0,42.8,62.1,71.6,54.7,0
2022-08-17,0.0,42.8,63.9,73.0,55.2,0
2022-08-18,0.0,42.8,64.2,72.7,57.4,0
2022-08-19,0.0,42.8,59.0,70.0,49.3,0
2022-08-20,0.0,42.8,57.0,66.2,49.6,0
2022-08-21,0.0,42.8,55.2,66.2,45.9,0
2022-08-22,0.0,43.9,59.9,68.2,49.6,0
2022-08-23,0.0,43.9,58.8,67.5,50.9,0
2022-08-24,0.0,43.9,58.8,70.0,51.1,0
2022-08-25,0.0,43.9,55.8,63.9,45.9,0
2022-08-26,0.0,44.1,56.5,63.1,51.6,0
2022-08-27,0.0,44.1,54.7,59.7,49.1,0
2022-08-28,0.0,44.2,50.0,57.6,42.6,0
2022-08-29,0.0,44.2,55.2,65.8,44.6,0
2022-08-30,0.0,44.2,60.8,71.4,51.1,0
2022-08-31,0.0,44.2,64.2,72.5,58.6,0
2022-09-01,0.0,44.2,63.7,71.2,54.9,0
2022-09-02,0.0,44.2,63.0,73.0,53.1,0
2022-09-03,0.0,44.2,66.4,76.3,57.6,0
2022-09-04,0.0,44.2,65.5,72.9,59.7,0
2022-09-05,0.0,44.2,64.4,72.3,57.4,0
2022-09-06,0.0,44.2,65.7,75.2,56.7,0
2022-09-07,0.0,44.2,66.4,74.1,59.5,0
2022-09-08,0.0,44.2,55.0,62.1,42.3,0
2022-09-09,0.0,44.3,42.3,51.3,35.1,0
2022-09-10,0.0,44.4,45.7,57.6,32.9,0
2022-09-11,0.0,44.4,53.2,64.9,43.7,0
2022-09-12,0.0,44.4,57.4,67.5,48.9,0
2022-09-13,0.0,44.4,51.4,58.5,43.2,0
2022-09-14,0.0,44.4,44.1,50.7,41.7,0
2022-09-15,0.0,44.4,41.7,49.1,36.5,0
2022-09-16,0.0,45.4,38.8,41.4,35.2,0
2022-09-17,0.0,45.8,41.4,47.5,37.4,0
2022-09-18,0.0,45.9,48.6,56.1,38.8,0
2022-09-19,0.0,45.9,51.4,58.5,45.9,0
2022-09-20,0.0,45.9,53.6,60.4,48.2,0
2022-09-21,0.0,45.9,49.8,60.4,36.1,0
2022-09-22,0.0,46.6,36.1,39.4,32.2,0
2022-09-23,0.0,46.9,38.1,46.8,29.8,0
2022-09-24,0.0,46.9,44.1,53.4,36.7,0
2022-09-25,0.0,46.9,49.3,58.6,42.3,0
2022-09-26,0.0,46.9,52.0,62.1,44.6,0
2022-09-27,0.0,46.9,52.9,60.6,46.6,0
2022-09-28,0.0,46.9,52.9,62.1,46.0,0
2022-09-29,0.0,46.9,46.0,52.9,39.6,0
2022-09-30,0.0,47.0,36.3,42.6,31.5,0
2022-10-01,0.2,0.0,33.8,39.9,30.4,1
2022-10-02,0.0,0.2,36.5,44.1,30.0,0
2022-10-03,0.0,0.2,38.7,47.7,32.7,0
2022-10-04,0.0,0.3,41.2,50.4,33.8,0
2022-10-05,0.0,0.3,45.3,55.2,38.8,0
2022-10-06,0.0,0.3,46.2,56.1,40.1,0
2022-10-07,0.0,0.3,45.7,54.3,40.3,0
2022-10-08,0.0,0.3,45.0,54.9,39.6,0
2022-10-09,0.0,0.3,45.0,54.0,39.4,0
2022-10-10,0.0,0.3,42.8,50.0,37.2,0
2022-10-11,0.0,0.3,38.7,43.9,33.3,0
2022-10-12,0.0,0.3,38.8,46.6,31.8,0
2022-10-13,0.0,0.3,40.3,50.0,32.9,0
2022-10-14,0.0,0.3,42.3,50.9,37.2,0
2022-10-15,0.1,0.4,40.8,49.1,35.2,1
2022-10-16,0.0,0.4,42.8,53.1,34.9,0
2022-10-17,0.0,0.4,45.0,55.2,38.5,0
